date, rank, team_id, team_name, points, points_prev, rank_prev
'2017-08-10 00:00:00',1,'BRA','Brazil',1604.06,1603,1
'2017-08-10 00:00:00',2,'GER','Germany',1549.2,1609,-1
'2017-08-10 00:00:00',3,'ARG','Argentina',1399.02,1413,0
'2017-08-10 00:00:00',4,'SUI','Switzerland',1329.44,1329,1
'2017-08-10 00:00:00',5,'POL','Poland',1318.66,1319,1
'2017-08-10 00:00:00',6,'POR','Portugal',1267.06,1332,-2
'2017-08-10 00:00:00',7,'CHI','Chile',1249.81,1250,0
'2017-08-10 00:00:00',8,'COL','Colombia',1207.64,1208,0
'2017-08-10 00:00:00',9,'BEL','Belgium',1193.58,1194,1
'2017-08-10 00:00:00',10,'FRA','France',1157.38,1199,-1
'2017-08-10 00:00:00',11,'ESP','Spain',1113.56,1114,0
'2017-08-10 00:00:00',12,'ITA','Italy',1059.36,1059,0
'2017-08-10 00:00:00',13,'ENG','England',1051.34,1051,0
'2017-08-10 00:00:00',14,'MEX','Mexico',1045.74,1003,2
'2017-08-10 00:00:00',15,'PER','Peru',1022.66,1014,-1
'2017-08-10 00:00:00',16,'CRO','Croatia',1007.38,1007,-1
'2017-08-10 00:00:00',17,'URU','Uruguay',995.38,995,0
'2017-08-10 00:00:00',18,'WAL','Wales',950.73,922,2
'2017-08-10 00:00:00',19,'SWE','Sweden',932.79,933,-1
'2017-08-10 00:00:00',20,'ISL','Iceland',926.59,927,-1
'2017-08-10 00:00:00',21,'CRC','Costa Rica',917.61,839,5
'2017-08-10 00:00:00',22,'SVK','Slovakia',916.72,917,-1
'2017-08-10 00:00:00',23,'NIR','Northern Ireland',896.66,897,-1
'2017-08-10 00:00:00',24,'IRN','IR Iran',893.03,893,-1
'2017-08-10 00:00:00',25,'EGY','Egypt',866.29,866,-1
'2017-08-10 00:00:00',26,'USA','USA',865.43,752,9
'2017-08-10 00:00:00',27,'UKR','Ukraine',843,843,-2
'2017-08-10 00:00:00',28,'COD','Congo DR',822.43,823,0
'2017-08-10 00:00:00',29,'IRL','Republic of Ireland',815.92,816,0
'2017-08-10 00:00:00',30,'BIH','Bosnia and Herzegovina',815.09,815,0
'2017-08-10 00:00:00',31,'SEN','Senegal',794.25,831,-4
