date, rank, team_id, team_name, points, points_prev, rank_prev
'2017-12-21 00:00:00',1,'GER','Germany',1601.91,1602,0
'2017-12-21 00:00:00',2,'BRA','Brazil',1482.53,1483,0
'2017-12-21 00:00:00',3,'POR','Portugal',1357.89,1358,0
'2017-12-21 00:00:00',4,'ARG','Argentina',1348.36,1348,0
'2017-12-21 00:00:00',5,'BEL','Belgium',1325.29,1325,0
'2017-12-21 00:00:00',6,'ESP','Spain',1230.83,1231,0
'2017-12-21 00:00:00',7,'POL','Poland',1208.96,1209,0
'2017-12-21 00:00:00',8,'SUI','Switzerland',1190.44,1190,0
'2017-12-21 00:00:00',9,'FRA','France',1183.3,1183,0
'2017-12-21 00:00:00',10,'CHI','Chile',1161.85,1162,0
'2017-12-21 00:00:00',11,'PER','Peru',1128.12,1128,0
'2017-12-21 00:00:00',12,'DEN','Denmark',1098.82,1099,0
'2017-12-21 00:00:00',13,'COL','Colombia',1077.6,1078,0
'2017-12-21 00:00:00',14,'ITA','Italy',1052.49,1052,0
'2017-12-21 00:00:00',15,'ENG','England',1046.98,1047,0
'2017-12-21 00:00:00',16,'MEX','Mexico',1032.32,1032,0
'2017-12-21 00:00:00',17,'CRO','Croatia',1017.91,1018,0
'2017-12-21 00:00:00',18,'SWE','Sweden',997.82,998,0
'2017-12-21 00:00:00',19,'WAL','Wales',984.56,985,0
'2017-12-21 00:00:00',20,'NED','Netherlands',952.49,952,0
'2017-12-21 00:00:00',21,'URU','Uruguay',924.02,924,0
'2017-12-21 00:00:00',22,'ISL','Iceland',909.55,910,0
'2017-12-21 00:00:00',23,'SEN','Senegal',883.91,884,0
'2017-12-21 00:00:00',24,'USA','USA',867.03,867,0
'2017-12-21 00:00:00',24,'NIR','Northern Ireland',866.92,867,0
'2017-12-21 00:00:00',26,'CRC','Costa Rica',849.67,850,0
'2017-12-21 00:00:00',27,'TUN','Tunisia',838.34,838,0
'2017-12-21 00:00:00',28,'SVK','Slovakia',816.92,817,0
'2017-12-21 00:00:00',29,'AUT','Austria',815.41,815,0
'2017-12-21 00:00:00',30,'PAR','Paraguay',812.11,812,0
'2017-12-21 00:00:00',31,'EGY','Egypt',805.32,805,0
'2017-12-21 00:00:00',32,'IRL','Republic of Ireland',798.06,798,0
'2017-12-21 00:00:00',32,'IRN','IR Iran',797.79,798,0
'2017-12-21 00:00:00',32,'SCO','Scotland',797.76,798,0
'2017-12-21 00:00:00',35,'UKR','Ukraine',781.25,781,0
'2017-12-21 00:00:00',36,'SRB','Serbia',755.6,756,1
'2017-12-21 00:00:00',37,'BIH','Bosnia and Herzegovina',752.52,753,1
'2017-12-21 00:00:00',38,'AUS','Australia',747.35,747,1
'2017-12-21 00:00:00',39,'COD','Congo DR',740.01,764,-3
'2017-12-21 00:00:00',40,'MAR','Morocco',737.91,738,0
'2017-12-21 00:00:00',41,'ROU','Romania',736.67,737,0
'2017-12-21 00:00:00',42,'TUR','Turkey',735.28,735,0
'2017-12-21 00:00:00',43,'BUL','Bulgaria',718.88,719,0
'2017-12-21 00:00:00',44,'BFA','Burkina Faso',704.69,705,0
'2017-12-21 00:00:00',45,'CMR','Cameroon',695.58,696,0
'2017-12-21 00:00:00',46,'MNE','Montenegro',681.41,681,0
'2017-12-21 00:00:00',47,'GRE','Greece',679.66,680,0
'2017-12-21 00:00:00',48,'CZE','Czech Republic',676.87,677,0
'2017-12-21 00:00:00',49,'BOL','Bolivia',673.94,674,0
'2017-12-21 00:00:00',50,'GHA','Ghana',657.47,657,1
'2017-12-21 00:00:00',51,'NGA','Nigeria',639.67,671,-1
'2017-12-21 00:00:00',52,'VEN','Venezuela',639.11,639,0
'2017-12-21 00:00:00',53,'HUN','Hungary',630.01,630,0
'2017-12-21 00:00:00',54,'JAM','Jamaica',625.38,625,0
'2017-12-21 00:00:00',55,'PAN','Panama',620.91,621,1
'2017-12-21 00:00:00',56,'HAI','Haiti',607.18,607,1
'2017-12-21 00:00:00',57,'JPN','Japan',599.57,623,-2
'2017-12-21 00:00:00',58,'ALG','Algeria',588.29,537,6
'2017-12-21 00:00:00',59,'NOR','Norway',573.29,573,-1
'2017-12-21 00:00:00',60,'KOR','Korea Republic',569.73,563,-1
'2017-12-21 00:00:00',61,'CIV','Côte d'Ivoire',561.78,557,0
'2017-12-21 00:00:00',62,'ALB','Albania',552.62,553,0
'2017-12-21 00:00:00',63,'KSA','Saudi Arabia',543.38,539,0
'2017-12-21 00:00:00',64,'RUS','Russia',533.51,534,1
'2017-12-21 00:00:00',65,'GUI','Guinea',531.52,532,1
'2017-12-21 00:00:00',66,'FIN','Finland',531.42,531,1
'2017-12-21 00:00:00',67,'CPV','Cape Verde Islands',529.65,530,1
'2017-12-21 00:00:00',68,'HON','Honduras',525.21,521,2
'2017-12-21 00:00:00',69,'SVN','Slovenia',521.72,522,0
'2017-12-21 00:00:00',70,'ECU','Ecuador',508.29,508,1
'2017-12-21 00:00:00',71,'CHN','China PR',497.76,561,-11
'2017-12-21 00:00:00',72,'MLI','Mali',493.23,493,0
'2017-12-21 00:00:00',73,'UAE','United Arab Emirates',476.21,474,0
'2017-12-21 00:00:00',74,'ZAM','Zambia',467.66,449,1
'2017-12-21 00:00:00',75,'UGA','Uganda',448.19,471,-1
'2017-12-21 00:00:00',76,'MKD','FYR Macedonia',445.65,446,0
'2017-12-21 00:00:00',77,'SYR','Syria',442,442,0
'2017-12-21 00:00:00',78,'UZB','Uzbekistan',440.57,437,2
'2017-12-21 00:00:00',79,'IRQ','Iraq',437.62,438,0
'2017-12-21 00:00:00',80,'PLE','Palestine',433.67,427,2
'2017-12-21 00:00:00',81,'RSA','South Africa',432.79,434,0
'2017-12-21 00:00:00',82,'BEN','Benin',427.46,427,0
'2017-12-21 00:00:00',83,'LUX','Luxembourg',407.47,407,1
'2017-12-21 00:00:00',83,'CUW','Curaçao',406.5,407,1
'2017-12-21 00:00:00',85,'LIB','Lebanon',403.87,404,2
'2017-12-21 00:00:00',86,'GNB','Guinea-Bissau',403.25,403,2
'2017-12-21 00:00:00',87,'TRI','Trinidad and Tobago',401.67,402,2
