date, rank, team_id, team_name, points, points_prev, rank_prev
'2015-03-12 00:00:00',1,'GER','Germany',1770.06,1729,0
'2015-03-12 00:00:00',2,'ARG','Argentina',1577.19,1534,0
'2015-03-12 00:00:00',3,'COL','Colombia',1499.09,1456,0
'2015-03-12 00:00:00',4,'BEL','Belgium',1471.08,1430,0
'2015-03-12 00:00:00',5,'NED','Netherlands',1414.54,1385,0
'2015-03-12 00:00:00',6,'BRA','Brazil',1348.16,1333,0
'2015-03-12 00:00:00',7,'POR','Portugal',1190.72,1189,0
'2015-03-12 00:00:00',8,'FRA','France',1179.97,1168,0
'2015-03-12 00:00:00',9,'URU','Uruguay',1164.19,1146,0
'2015-03-12 00:00:00',10,'ITA','Italy',1145.58,1112,2
'2015-03-12 00:00:00',11,'ESP','Spain',1130.05,1144,-1
'2015-03-12 00:00:00',12,'SUI','Switzerland',1126.42,1117,-1
'2015-03-12 00:00:00',13,'CRC','Costa Rica',1094.65,1074,0
'2015-03-12 00:00:00',14,'ROU','Romania',1080.96,1022,2
'2015-03-12 00:00:00',15,'CHI','Chile',1056.65,1037,-1
'2015-03-12 00:00:00',16,'CZE','Czech Republic',1045.44,990,1
'2015-03-12 00:00:00',17,'ENG','England',1031.02,1028,-2
'2015-03-12 00:00:00',18,'ALG','Algeria',985.62,981,0
'2015-03-12 00:00:00',19,'CRO','Croatia',962.77,945,0
'2015-03-12 00:00:00',20,'CIV','Côte d'Ivoire',943.98,932,0
'2015-03-12 00:00:00',21,'MEX','Mexico',935.23,912,0
'2015-03-12 00:00:00',22,'SVK','Slovakia',932.31,903,0
'2015-03-12 00:00:00',23,'AUT','Austria',916.22,881,0
'2015-03-12 00:00:00',24,'GHA','Ghana',887.38,864,1
'2015-03-12 00:00:00',25,'TUN','Tunisia',881.34,860,1
'2015-03-12 00:00:00',26,'ISR','Israel',880.18,805,6
'2015-03-12 00:00:00',27,'GRE','Greece',871.73,871,-3
'2015-03-12 00:00:00',28,'DEN','Denmark',863.25,846,0
'2015-03-12 00:00:00',29,'ECU','Ecuador',851.81,840,0
'2015-03-12 00:00:00',30,'BIH','Bosnia and Herzegovina',841.15,832,0
'2015-03-12 00:00:00',31,'UKR','Ukraine',838.4,859,-4
'2015-03-12 00:00:00',32,'USA','USA',827.97,824,-1
'2015-03-12 00:00:00',33,'RUS','Russia',788.42,792,0
'2015-03-12 00:00:00',34,'POL','Poland',777.61,709,6
'2015-03-12 00:00:00',35,'ISL','Iceland',775.58,743,2
'2015-03-12 00:00:00',36,'SEN','Senegal',771.53,744,0
'2015-03-12 00:00:00',37,'WAL','Wales',763.26,764,-3
'2015-03-12 00:00:00',38,'CPV','Cape Verde Islands',761.5,756,-3
'2015-03-12 00:00:00',39,'SCO','Scotland',727.11,738,-1
'2015-03-12 00:00:00',40,'SRB','Serbia',709.26,723,-1
'2015-03-12 00:00:00',41,'NGA','Nigeria',701.03,664,1
'2015-03-12 00:00:00',42,'IRN','IR Iran',691.64,701,-1
'2015-03-12 00:00:00',43,'NIR','Northern Ireland',678.65,626,8
'2015-03-12 00:00:00',44,'GUI','Guinea',669.41,662,-1
'2015-03-12 00:00:00',45,'SWE','Sweden',662.84,654,-1
'2015-03-12 00:00:00',46,'HUN','Hungary',658.77,634,2
'2015-03-12 00:00:00',47,'COD','Congo DR',650.94,641,-1
'2015-03-12 00:00:00',48,'SVN','Slovenia',648.78,640,-1
'2015-03-12 00:00:00',49,'CMR','Cameroon',646.05,646,-4
'2015-03-12 00:00:00',50,'EQG','Equatorial Guinea',630.02,630,-1
'2015-03-12 00:00:00',51,'MLI','Mali',626.03,613,2
'2015-03-12 00:00:00',52,'CGO','Congo',625.4,630,-3
'2015-03-12 00:00:00',53,'JPN','Japan',617.48,605,2
'2015-03-12 00:00:00',54,'GAB','Gabon',609.77,585,4
'2015-03-12 00:00:00',55,'RSA','South Africa',608.17,592,1
'2015-03-12 00:00:00',56,'KOR','Korea Republic',594.49,608,-2
'2015-03-12 00:00:00',56,'TUR','Turkey',594.47,619,-4
'2015-03-12 00:00:00',58,'EGY','Egypt',581.82,590,-1
