date, rank, team_id, team_name, points, points_prev, rank_prev
'2015-05-07 00:00:00',1,'GER','Germany',1687.49,1687,0
'2015-05-07 00:00:00',2,'ARG','Argentina',1493.7,1490,0
'2015-05-07 00:00:00',3,'BEL','Belgium',1457.24,1457,0
'2015-05-07 00:00:00',4,'COL','Colombia',1411.53,1412,0
'2015-05-07 00:00:00',5,'BRA','Brazil',1371.78,1354,0
'2015-05-07 00:00:00',6,'NED','Netherlands',1300.82,1301,0
'2015-05-07 00:00:00',7,'POR','Portugal',1221.32,1221,0
'2015-05-07 00:00:00',8,'URU','Uruguay',1176.43,1176,0
'2015-05-07 00:00:00',9,'SUI','Switzerland',1135.14,1135,0
'2015-05-07 00:00:00',10,'ESP','Spain',1131.96,1132,0
'2015-05-07 00:00:00',11,'FRA','France',1127.2,1127,0
'2015-05-07 00:00:00',12,'ROU','Romania',1086.09,1086,0
'2015-05-07 00:00:00',13,'ITA','Italy',1085.01,1085,0
'2015-05-07 00:00:00',14,'ENG','England',1029.52,1030,0
'2015-05-07 00:00:00',15,'CRC','Costa Rica',1016.36,1014,0
'2015-05-07 00:00:00',16,'CHI','Chile',1001.69,991,0
'2015-05-07 00:00:00',17,'CRO','Croatia',977.24,977,0
'2015-05-07 00:00:00',18,'CZE','Czech Republic',923.39,923,1
'2015-05-07 00:00:00',19,'SVK','Slovakia',920.39,920,1
'2015-05-07 00:00:00',20,'ALG','Algeria',916.77,917,1
'2015-05-07 00:00:00',21,'WAL','Wales',915.76,916,1
'2015-05-07 00:00:00',22,'MEX','Mexico',907.57,937,-4
'2015-05-07 00:00:00',23,'CIV','Côte d'Ivoire',907.23,907,0
'2015-05-07 00:00:00',24,'GRE','Greece',899.92,900,0
'2015-05-07 00:00:00',25,'AUT','Austria',890.5,891,0
'2015-05-07 00:00:00',26,'GHA','Ghana',832.91,833,0
'2015-05-07 00:00:00',27,'RUS','Russia',827.84,781,5
'2015-05-07 00:00:00',28,'USA','USA',824.5,815,-1
'2015-05-07 00:00:00',29,'DEN','Denmark',808.05,808,-1
'2015-05-07 00:00:00',30,'SCO','Scotland',796.39,796,-1
'2015-05-07 00:00:00',31,'TUN','Tunisia',792.78,793,-1
'2015-05-07 00:00:00',32,'BIH','Bosnia and Herzegovina',782.61,783,-1
'2015-05-07 00:00:00',33,'UKR','Ukraine',772.18,772,0
'2015-05-07 00:00:00',34,'ECU','Ecuador',761.57,759,0
'2015-05-07 00:00:00',35,'POL','Poland',753.46,753,0
'2015-05-07 00:00:00',36,'SEN','Senegal',752.4,752,0
'2015-05-07 00:00:00',37,'CPV','Cape Verde Islands',737.01,737,0
'2015-05-07 00:00:00',38,'ISL','Iceland',728.12,728,0
'2015-05-07 00:00:00',39,'SWE','Sweden',704.11,704,0
'2015-05-07 00:00:00',40,'IRN','IR Iran',689.43,689,0
'2015-05-07 00:00:00',41,'GUI','Guinea',678.09,678,0
'2015-05-07 00:00:00',42,'NIR','Northern Ireland',671.7,672,0
'2015-05-07 00:00:00',43,'HUN','Hungary',665.23,665,0
'2015-05-07 00:00:00',44,'SRB','Serbia',664.44,664,0
'2015-05-07 00:00:00',45,'NGA','Nigeria',658.58,652,0
'2015-05-07 00:00:00',46,'ISR','Israel',649.05,649,0
'2015-05-07 00:00:00',47,'SVN','Slovenia',647.97,648,0
'2015-05-07 00:00:00',48,'CMR','Cameroon',627.5,627,0
'2015-05-07 00:00:00',49,'CGO','Congo',623.76,624,0
'2015-05-07 00:00:00',50,'JPN','Japan',613.94,614,0
'2015-05-07 00:00:00',51,'EGY','Egypt',612.03,612,0
'2015-05-07 00:00:00',52,'TUR','Turkey',603.41,603,0
'2015-05-07 00:00:00',53,'PAN','Panama',586.76,587,0
'2015-05-07 00:00:00',54,'COD','Congo DR',583.58,584,0
'2015-05-07 00:00:00',55,'GAB','Gabon',582.58,583,0
'2015-05-07 00:00:00',56,'MLI','Mali',578.06,578,0
'2015-05-07 00:00:00',57,'ALB','Albania',575.48,575,0
'2015-05-07 00:00:00',57,'KOR','Korea Republic',575.45,575,0
'2015-05-07 00:00:00',59,'RSA','South Africa',552.83,553,1
'2015-05-07 00:00:00',60,'ZAM','Zambia',552.24,556,-1
'2015-05-07 00:00:00',61,'EQG','Equatorial Guinea',549.1,549,0
'2015-05-07 00:00:00',62,'IRL','Republic of Ireland',545.89,546,0
'2015-05-07 00:00:00',63,'PER','Peru',531.95,526,1
'2015-05-07 00:00:00',64,'AUS','Australia',531.08,531,-1
'2015-05-07 00:00:00',65,'TRI','Trinidad and Tobago',519.36,519,0
'2015-05-07 00:00:00',66,'BFA','Burkina Faso',517.24,517,0
'2015-05-07 00:00:00',67,'BUL','Bulgaria',504.57,505,0
'2015-05-07 00:00:00',68,'UAE','United Arab Emirates',500.6,501,0
'2015-05-07 00:00:00',69,'VEN','Venezuela',494.57,495,0
'2015-05-07 00:00:00',70,'NOR','Norway',490.82,491,0
'2015-05-07 00:00:00',71,'UGA','Uganda',485.15,485,1
'2015-05-07 00:00:00',72,'UZB','Uzbekistan',476.22,476,1
'2015-05-07 00:00:00',73,'RWA','Rwanda',474.13,474,1
'2015-05-07 00:00:00',74,'JAM','Jamaica',466.28,466,1
'2015-05-07 00:00:00',75,'MNE','Montenegro',456.67,491,-5
'2015-05-07 00:00:00',76,'HON','Honduras',452.78,451,0
'2015-05-07 00:00:00',77,'ARM','Armenia',449.15,449,0
'2015-05-07 00:00:00',78,'FIN','Finland',446.34,446,0
