date, rank, team_id, team_name, points, points_prev, rank_prev
'2015-01-08 00:00:00',1,'GER','Germany',1725.29,1725,0
'2015-01-08 00:00:00',2,'ARG','Argentina',1538.29,1538,0
'2015-01-08 00:00:00',3,'COL','Colombia',1449.77,1450,0
'2015-01-08 00:00:00',4,'BEL','Belgium',1417.27,1417,0
'2015-01-08 00:00:00',5,'NED','Netherlands',1374.24,1374,0
'2015-01-08 00:00:00',6,'BRA','Brazil',1316.15,1316,0
'2015-01-08 00:00:00',7,'POR','Portugal',1160.22,1160,0
'2015-01-08 00:00:00',7,'FRA','France',1159.55,1160,0
'2015-01-08 00:00:00',9,'ESP','Spain',1141.56,1142,0
'2015-01-08 00:00:00',10,'URU','Uruguay',1135.08,1135,0
'2015-01-08 00:00:00',11,'ITA','Italy',1102.85,1103,0
'2015-01-08 00:00:00',12,'SUI','Switzerland',1090.63,1091,0
'2015-01-08 00:00:00',13,'ENG','England',1031.53,1032,0
'2015-01-08 00:00:00',14,'CHI','Chile',1016.12,1022,0
'2015-01-08 00:00:00',15,'ROU','Romania',1014.21,1014,0
'2015-01-08 00:00:00',16,'CRC','Costa Rica',995.08,997,0
'2015-01-08 00:00:00',17,'CZE','Czech Republic',987.29,987,0
'2015-01-08 00:00:00',18,'ALG','Algeria',947.76,948,0
'2015-01-08 00:00:00',19,'CRO','Croatia',946.45,946,0
'2015-01-08 00:00:00',20,'MEX','Mexico',913.15,913,0
'2015-01-08 00:00:00',21,'SVK','Slovakia',890.73,891,0
'2015-01-08 00:00:00',22,'TUN','Tunisia',872.59,867,0
'2015-01-08 00:00:00',23,'AUT','Austria',862.77,863,0
'2015-01-08 00:00:00',24,'GRE','Greece',856.07,856,0
'2015-01-08 00:00:00',25,'UKR','Ukraine',853.96,854,0
'2015-01-08 00:00:00',26,'ECU','Ecuador',852.2,852,0
'2015-01-08 00:00:00',27,'USA','USA',835.79,836,0
'2015-01-08 00:00:00',28,'CIV','Côte d'Ivoire',833.28,833,0
'2015-01-08 00:00:00',29,'BIH','Bosnia and Herzegovina',816.68,817,0
'2015-01-08 00:00:00',30,'DEN','Denmark',803.74,804,0
'2015-01-08 00:00:00',31,'RUS','Russia',788.8,789,0
'2015-01-08 00:00:00',32,'ISR','Israel',788.03,788,0
'2015-01-08 00:00:00',33,'ISL','Iceland',760.94,761,0
'2015-01-08 00:00:00',34,'WAL','Wales',747.51,748,0
'2015-01-08 00:00:00',35,'SEN','Senegal',733.84,734,0
'2015-01-08 00:00:00',36,'SCO','Scotland',728.86,729,0
'2015-01-08 00:00:00',37,'GHA','Ghana',713.6,714,0
'2015-01-08 00:00:00',38,'SRB','Serbia',713.05,713,0
'2015-01-08 00:00:00',39,'GUI','Guinea',705.98,706,0
'2015-01-08 00:00:00',40,'CPV','Cape Verde Islands',693.21,693,0
'2015-01-08 00:00:00',41,'POL','Poland',679.84,680,0
'2015-01-08 00:00:00',42,'CMR','Cameroon',665.16,665,0
'2015-01-08 00:00:00',43,'NGA','Nigeria',654.39,656,0
'2015-01-08 00:00:00',44,'SWE','Sweden',645.95,646,0
'2015-01-08 00:00:00',45,'HUN','Hungary',632.41,632,0
