date, rank, team_id, team_name, points, points_prev, rank_prev
'2013-08-08 00:00:00',1,'ESP','Spain',1483.57,1532,0
'2013-08-08 00:00:00',2,'GER','Germany',1257.14,1273,0
'2013-08-08 00:00:00',3,'COL','Colombia',1219.16,1206,0
'2013-08-08 00:00:00',4,'ARG','Argentina',1209.57,1204,0
'2013-08-08 00:00:00',5,'NED','Netherlands',1165.09,1180,0
'2013-08-08 00:00:00',6,'ITA','Italy',1142.21,1142,0
'2013-08-08 00:00:00',7,'POR','Portugal',1099.28,1099,0
'2013-08-08 00:00:00',8,'CRO','Croatia',1098.11,1098,0
'2013-08-08 00:00:00',9,'BRA','Brazil',1089.49,1095,0
'2013-08-08 00:00:00',10,'BEL','Belgium',1079.24,1079,0
'2013-08-08 00:00:00',11,'GRE','Greece',1037.57,1038,0
'2013-08-08 00:00:00',12,'URU','Uruguay',998.33,1016,0
'2013-08-08 00:00:00',13,'BIH','Bosnia and Herzegovina',994.77,995,1
'2013-08-08 00:00:00',14,'ENG','England',993.59,994,1
'2013-08-08 00:00:00',15,'SUI','Switzerland',987.24,987,1
'2013-08-08 00:00:00',16,'RUS','Russia',979,979,1
'2013-08-08 00:00:00',17,'ECU','Ecuador',972.34,932,1
'2013-08-08 00:00:00',18,'CIV','Côte d'Ivoire',962.14,1009,-5
'2013-08-08 00:00:00',19,'USA','USA',959.8,865,3
'2013-08-08 00:00:00',20,'MEX','Mexico',879.44,880,0
'2013-08-08 00:00:00',21,'CHI','Chile',870.5,872,0
'2013-08-08 00:00:00',22,'PER','Peru',854.99,898,-3
'2013-08-08 00:00:00',23,'FRA','France',838.05,838,0
'2013-08-08 00:00:00',24,'GHA','Ghana',829.52,830,0
'2013-08-08 00:00:00',25,'NOR','Norway',800.8,801,0
'2013-08-08 00:00:00',26,'CZE','Czech Republic',796.83,797,0
'2013-08-08 00:00:00',27,'DEN','Denmark',787.5,788,0
'2013-08-08 00:00:00',28,'MNE','Montenegro',774.34,774,0
'2013-08-08 00:00:00',28,'UKR','Ukraine',773.64,774,0
'2013-08-08 00:00:00',30,'SWE','Sweden',764.51,765,1
'2013-08-08 00:00:00',31,'HUN','Hungary',748.83,749,1
'2013-08-08 00:00:00',32,'MLI','Mali',735.3,774,-4
'2013-08-08 00:00:00',33,'ROU','Romania',731.98,732,0
'2013-08-08 00:00:00',34,'ALG','Algeria',730.36,730,0
'2013-08-08 00:00:00',35,'NGA','Nigeria',699.96,723,0
'2013-08-08 00:00:00',36,'CPV','Cape Verde Islands',695.83,620,13
'2013-08-08 00:00:00',37,'JPN','Japan',695.35,689,0
'2013-08-08 00:00:00',38,'ALB','Albania',689.21,689,-1
'2013-08-08 00:00:00',39,'VEN','Venezuela',688.21,704,-3
'2013-08-08 00:00:00',40,'PAN','Panama',679.3,601,11
'2013-08-08 00:00:00',41,'SRB','Serbia',660.57,661,0
'2013-08-08 00:00:00',42,'CRC','Costa Rica',650.87,688,-3
'2013-08-08 00:00:00',43,'HON','Honduras',640.37,582,12
'2013-08-08 00:00:00',44,'IRL','Republic of Ireland',639.12,639,0
'2013-08-08 00:00:00',45,'SVN','Slovenia',633.76,634,0
'2013-08-08 00:00:00',46,'WAL','Wales',629.69,630,0
'2013-08-08 00:00:00',46,'AUS','Australia',629.53,671,-6
'2013-08-08 00:00:00',48,'BFA','Burkina Faso',617.57,656,-6
'2013-08-08 00:00:00',49,'PAR','Paraguay',614.47,622,-1
'2013-08-08 00:00:00',50,'SCO','Scotland',609.66,610,0
'2013-08-08 00:00:00',51,'CMR','Cameroon',603.93,517,20
'2013-08-08 00:00:00',52,'IRN','IR Iran',600.96,596,0
'2013-08-08 00:00:00',53,'TUN','Tunisia',595.58,627,-6
'2013-08-08 00:00:00',53,'BUL','Bulgaria',595.57,596,-1
'2013-08-08 00:00:00',55,'AUT','Austria',594.93,595,-1
'2013-08-08 00:00:00',56,'KOR','Korea Republic',593.53,642,-13
'2013-08-08 00:00:00',57,'NZL','New Zealand',581.83,582,-2
'2013-08-08 00:00:00',58,'TUR','Turkey',572.99,573,-1
'2013-08-08 00:00:00',59,'UZB','Uzbekistan',566.38,563,-1
'2013-08-08 00:00:00',60,'ZAM','Zambia',550.23,554,0
'2013-08-08 00:00:00',61,'EGY','Egypt',544.31,543,1
'2013-08-08 00:00:00',62,'SVK','Slovakia',542.29,542,1
'2013-08-08 00:00:00',63,'ISR','Israel',539.6,540,1
'2013-08-08 00:00:00',64,'BOL','Bolivia',538.2,528,4
'2013-08-08 00:00:00',65,'FIN','Finland',537.25,537,0
'2013-08-08 00:00:00',66,'ARM','Armenia',533.75,534,0
'2013-08-08 00:00:00',67,'RSA','South Africa',530.03,558,-8
'2013-08-08 00:00:00',68,'GUI','Guinea',526.25,545,-7
'2013-08-08 00:00:00',69,'LBY','Libya',518.48,518,1
'2013-08-08 00:00:00',70,'ISL','Iceland',499.37,499,3
'2013-08-08 00:00:00',71,'JOR','Jordan',494.86,489,5
'2013-08-08 00:00:00',72,'POL','Poland',493.36,493,3
'2013-08-08 00:00:00',73,'BLR','Belarus',481.79,482,5
'2013-08-08 00:00:00',74,'HAI','Haiti',475.55,522,-5
'2013-08-08 00:00:00',75,'MAR','Morocco',473.51,470,4
'2013-08-08 00:00:00',76,'JAM','Jamaica',468.85,484,1
'2013-08-08 00:00:00',77,'UGA','Uganda',467.54,466,3
'2013-08-08 00:00:00',78,'TRI','Trinidad and Tobago',452.18,419,9
'2013-08-08 00:00:00',78,'SEN','Senegal',452.07,497,-4
'2013-08-08 00:00:00',80,'SLE','Sierra Leone',442.71,443,3
'2013-08-08 00:00:00',81,'GAB','Gabon',440.16,459,0
'2013-08-08 00:00:00',82,'TOG','Togo',436.08,511,-10
'2013-08-08 00:00:00',83,'SLV','El Salvador',430.8,382,11
'2013-08-08 00:00:00',84,'UAE','United Arab Emirates',429.41,432,1
'2013-08-08 00:00:00',85,'EST','Estonia',422.59,423,1
'2013-08-08 00:00:00',86,'DOM','Dominican Republic',420.83,396,4
'2013-08-08 00:00:00',87,'COD','Congo DR',407,434,-3
'2013-08-08 00:00:00',88,'CTA','Central African Republic',397.69,398,1
'2013-08-08 00:00:00',89,'MKD','FYR Macedonia',395.37,395,3
'2013-08-08 00:00:00',90,'CUB','Cuba',388.87,458,-8
'2013-08-08 00:00:00',91,'CAN','Canada',385.95,413,-3
'2013-08-08 00:00:00',92,'CGO','Congo',385.06,396,-2
'2013-08-08 00:00:00',93,'NCL','New Caledonia',377.03,377,4
