date, rank, team_id, team_name, points, points_prev, rank_prev
'2016-08-11 00:00:00',1,'ARG','Argentina',1584.61,1585,0
'2016-08-11 00:00:00',2,'BEL','Belgium',1400.86,1401,0
'2016-08-11 00:00:00',3,'COL','Colombia',1330.63,1331,0
'2016-08-11 00:00:00',4,'GER','Germany',1319.48,1319,0
'2016-08-11 00:00:00',5,'CHI','Chile',1316.3,1316,0
'2016-08-11 00:00:00',6,'POR','Portugal',1265.74,1266,0
'2016-08-11 00:00:00',7,'FRA','France',1188.71,1189,0
'2016-08-11 00:00:00',8,'ESP','Spain',1165.35,1165,0
'2016-08-11 00:00:00',9,'BRA','Brazil',1155.88,1156,0
'2016-08-11 00:00:00',10,'ITA','Italy',1155.44,1155,0
'2016-08-11 00:00:00',11,'WAL','Wales',1136.84,1137,0
'2016-08-11 00:00:00',12,'URU','Uruguay',1129.62,1130,0
'2016-08-11 00:00:00',13,'ENG','England',1107.49,1107,0
'2016-08-11 00:00:00',14,'MEX','Mexico',1041.92,1044,0
'2016-08-11 00:00:00',15,'CRO','Croatia',1022.16,1022,0
'2016-08-11 00:00:00',16,'POL','Poland',1011.37,1011,0
'2016-08-11 00:00:00',17,'ECU','Ecuador',1001.83,1002,0
'2016-08-11 00:00:00',18,'SUI','Switzerland',957.49,957,0
'2016-08-11 00:00:00',19,'TUR','Turkey',915.31,915,0
'2016-08-11 00:00:00',19,'HUN','Hungary',914.54,915,0
'2016-08-11 00:00:00',21,'CRC','Costa Rica',883.18,840,6
'2016-08-11 00:00:00',22,'AUT','Austria',874.67,875,-1
'2016-08-11 00:00:00',23,'ISL','Iceland',870.84,871,-1
'2016-08-11 00:00:00',24,'SVK','Slovakia',866.55,867,-1
'2016-08-11 00:00:00',25,'ROU','Romania',855.55,856,-1
'2016-08-11 00:00:00',26,'NED','Netherlands',848.41,848,0
'2016-08-11 00:00:00',26,'USA','USA',848.13,855,-1
'2016-08-11 00:00:00',28,'NIR','Northern Ireland',822.4,822,0
'2016-08-11 00:00:00',29,'BIH','Bosnia and Herzegovina',813.29,813,0
'2016-08-11 00:00:00',30,'UKR','Ukraine',800.72,801,0
'2016-08-11 00:00:00',31,'IRL','Republic of Ireland',800.23,800,0
'2016-08-11 00:00:00',32,'ALG','Algeria',781.42,781,0
'2016-08-11 00:00:00',33,'PER','Peru',777.36,765,1
'2016-08-11 00:00:00',34,'CZE','Czech Republic',768.21,768,-1
'2016-08-11 00:00:00',35,'GHA','Ghana',749.03,749,1
'2016-08-11 00:00:00',36,'CIV','Côte d'Ivoire',747.88,751,-1
'2016-08-11 00:00:00',37,'ALB','Albania',739.25,739,0
'2016-08-11 00:00:00',38,'RUS','Russia',728,728,0
